website,link,price_crawled,price_DOP,title,rooms,bathrooms,location_crawled,sector,province,condition,current_use,square_footage,floor,elevator,buildable,construction_year,amenities,amount_amenities
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1304276/,"US$ 2,100/Mes",119181.51000000001,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,135,0,2,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Shutters-Terraza-Walk In Closet,17,https://img.supercasas.com/AdsPhotos/800x600/0/9054507.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1302641/,"US$ 1,400/Mes",79454.34000000001,Naco,2.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,150,7,2,No,N/D,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Shutters-Walk In Closet,12,https://img.supercasas.com/AdsPhotos/800x600/0/9036518.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-norte/1300116/,"US$ 1,050/Mes",59590.755000000005,Mirador Norte,3.0,2.5,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,185,5,1,No,N/D,1/2 Ba�o-Agua Potable-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Lobby-Planta El�ctrica-Seguridad 24 Horas-Vestidores,12,https://img.supercasas.com/AdsPhotos/800x600/0/9010969.jpg
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-ensanche-paraiso/1302191/,"US$ 1,700/Mes",96480.27,Ensanche Para�so,3.0,3.0,"Ensanche Para�so, Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,173,5,1,No,N/D,Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas,9,https://img.supercasas.com/AdsPhotos/800x600/0/9031560.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1302779/,US$ 900/Mes,51077.79,Evaristo Morales,2.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,140,0,1,No,N/D,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Lobby-Planta El�ctrica-Seguridad 24 Horas,9,https://img.supercasas.com/AdsPhotos/800x600/0/9038048.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-miramar/1303431/,"US$ 1,100/Mes",62428.41,Miramar,3.0,2.5,"Miramar, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,170,0,0,No,N/D,1/2 Ba�o-Agua Potable-Cisterna-Cuarto de Servicio-Family Room-Patio,6,https://img.supercasas.com/AdsPhotos/800x600/0/9045019.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303432/,"US$ 1,200/Mes",68103.72,La Esperilla,3.0,3.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,225,0,0,No,N/D,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Terraza,11,https://img.supercasas.com/AdsPhotos/800x600/0/9045038.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303228/,"US$ 1,400/Mes",79454.34000000001,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,125,0,1,No,N/D,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Terraza,13,https://img.supercasas.com/AdsPhotos/800x600/0/9042775.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-ensanche-paraiso/1304871/,"US$ 1,000/Mes",56753.100000000006,Ensanche Para�so,2.0,2.0,"Ensanche Para�so, Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,120,6,0,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Lobby-Planta El�ctrica-Seguridad 24 Horas,7,https://img.supercasas.com/AdsPhotos/800x600/0/9060901.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-ciudad-modelo/1298289/,US$ 850/Mes,48240.135,Ciudad Modelo,3.0,2.5,"Ciudad Modelo, Santo Domingo Norte, Santo Domingo",Santo Domingo Norte,Santo Domingo,Segundo Uso,Residencial,140,0,2,No,N/D,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Control de Acceso-Estar Familiar-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,14,https://img.supercasas.com/AdsPhotos/800x600/0/8991604.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1304276/,"US$ 2,100/Mes",119181.51000000001,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,135,0,2,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Shutters-Terraza-Walk In Closet,17,https://img.supercasas.com/AdsPhotos/800x600/0/9054507.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1302641/,"US$ 1,400/Mes",79454.34000000001,Naco,2.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,150,7,2,No,N/D,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Shutters-Walk In Closet,12,https://img.supercasas.com/AdsPhotos/800x600/0/9036518.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-norte/1300116/,"US$ 1,050/Mes",59590.755000000005,Mirador Norte,3.0,2.5,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,185,5,1,No,N/D,1/2 Ba�o-Agua Potable-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Lobby-Planta El�ctrica-Seguridad 24 Horas-Vestidores,12,https://img.supercasas.com/AdsPhotos/800x600/0/9010969.jpg
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-ensanche-paraiso/1302191/,"US$ 1,700/Mes",96480.27,Ensanche Para�so,3.0,3.0,"Ensanche Para�so, Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,173,5,1,No,N/D,Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas,9,https://img.supercasas.com/AdsPhotos/800x600/0/9031560.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1302779/,US$ 900/Mes,51077.79,Evaristo Morales,2.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,140,0,1,No,N/D,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Lobby-Planta El�ctrica-Seguridad 24 Horas,9,https://img.supercasas.com/AdsPhotos/800x600/0/9038048.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-miramar/1303431/,"US$ 1,100/Mes",62428.41,Miramar,3.0,2.5,"Miramar, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,170,0,0,No,N/D,1/2 Ba�o-Agua Potable-Cisterna-Cuarto de Servicio-Family Room-Patio,6,https://img.supercasas.com/AdsPhotos/800x600/0/9045019.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303432/,"US$ 1,200/Mes",68103.72,La Esperilla,3.0,3.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,225,0,0,No,N/D,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Terraza,11,https://img.supercasas.com/AdsPhotos/800x600/0/9045038.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1297690/,"US$ 1,400/Mes",79454.34000000001,Piantini,2.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0,0,0,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Cisterna-Cuarto de Servicio-Family Room-Gimnasio-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Walk In Closet,13,https://img.supercasas.com/AdsPhotos/800x600/0/8985361.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-gazcue/1298896/,"US$ 2,300/Mes",130532.13,Gazcue,3.0,2.5,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,205,13,3,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,16,https://img.supercasas.com/AdsPhotos/800x600/0/8998022.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-costa-azul/1302755/,"US$ 1,100/Mes",62428.41,Costa Azul,2.0,2.0,"Costa Azul, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0,0,0,No,N/D,Agua Potable-Lobby-Planta El�ctrica,3,https://img.supercasas.com/AdsPhotos/800x600/0/9037741.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-sur/1302751/,"US$ 1,300/Mes",73779.03,Mirador Sur,3.0,3.5,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,175,0,0,No,N/D,1/2 Ba�o-Agua Potable-Balc�n-Cisterna-Cuarto de Servicio-Pozo,6,https://img.supercasas.com/AdsPhotos/800x600/0/9037703.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303526/,"US$ 1,200/Mes",68103.72,La Esperilla,1.0,1.0,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,75,0,1,No,N/D,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Gimnasio-Lobby-Picuzzi-Planta El�ctrica-Terraza-Walk In Closet,11,https://img.supercasas.com/AdsPhotos/800x600/0/9046116.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-bella-vista-norte/1304556/,US$ 850/Mes,48240.135,Bella Vista Norte,1.0,1.5,"Bella Vista Norte, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,90,3,1,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Planta El�ctrica-Pozo-Seguridad 24 Horas,7,https://img.supercasas.com/AdsPhotos/800x600/0/9057491.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-gazcue/1299281/,"US$ 1,200/Mes",68103.72,Gazcue,2.0,2.0,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,250,15,3,No,N/D,1/2 Ba�o-Agua Potable-Ascensor-Balc�n-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas,11,https://img.supercasas.com/AdsPhotos/800x600/0/9002087.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303523/,"US$ 1,200/Mes",68103.72,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,148,0,1,No,N/D,1/2 Ba�o-Agua Potable-Ascensor-Cisterna-Cuarto de Servicio-Planta El�ctrica-Pozo-Seguridad 24 Horas,8,https://img.supercasas.com/AdsPhotos/800x600/0/9046085.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-bella-vista/1302756/,"US$ 3,500/Mes",198635.85,Bella Vista,4.0,3.5,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,241,8,4,No,N/D,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Terraza,12,https://img.supercasas.com/AdsPhotos/800x600/0/9037757.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-norte/1304867/,"US$ 2,000/Mes",113506.20000000001,Mirador Norte,3.0,4.5,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,384,0,2,No,N/D,1/2 Ba�o-Ascensor-Cisterna-Control de Acceso-Cuarto de Servicio-Gazebo-Lobby-Planta El�ctrica-Seguridad 24 Horas-Walk In Closet,10,https://img.supercasas.com/AdsPhotos/800x600/0/9060858.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303854/,"US$ 1,600/Mes",90804.96,La Esperilla,3.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,165,0,1,No,N/D,1/2 Ba�o-Agua Potable-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Lobby-Seguridad 24 Horas-Terraza-Walk In Closet,10,https://img.supercasas.com/AdsPhotos/800x600/0/9049778.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303228/,"US$ 1,400/Mes",79454.34000000001,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,125,0,1,No,N/D,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Terraza,13,https://img.supercasas.com/AdsPhotos/800x600/0/9042775.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-ensanche-paraiso/1304871/,"US$ 1,000/Mes",56753.100000000006,Ensanche Para�so,2.0,2.0,"Ensanche Para�so, Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,120,6,0,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Lobby-Planta El�ctrica-Seguridad 24 Horas,7,https://img.supercasas.com/AdsPhotos/800x600/0/9060901.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-ciudad-modelo/1298289/,US$ 850/Mes,48240.135,Ciudad Modelo,3.0,2.5,"Ciudad Modelo, Santo Domingo Norte, Santo Domingo",Santo Domingo Norte,Santo Domingo,Segundo Uso,Residencial,140,0,2,No,N/D,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Control de Acceso-Estar Familiar-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,14,https://img.supercasas.com/AdsPhotos/800x600/0/8991604.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1304276/,"US$ 2,100/Mes",119181.51000000001,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,135,0,2,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Shutters-Terraza-Walk In Closet,17,https://img.supercasas.com/AdsPhotos/800x600/0/9054507.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1302641/,"US$ 1,400/Mes",79454.34000000001,Naco,2.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,150,7,2,No,N/D,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Shutters-Walk In Closet,12,https://img.supercasas.com/AdsPhotos/800x600/0/9036518.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-norte/1300116/,"US$ 1,050/Mes",59590.755000000005,Mirador Norte,3.0,2.5,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,185,5,1,No,N/D,1/2 Ba�o-Agua Potable-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Lobby-Planta El�ctrica-Seguridad 24 Horas-Vestidores,12,https://img.supercasas.com/AdsPhotos/800x600/0/9010969.jpg
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-ensanche-paraiso/1302191/,"US$ 1,700/Mes",96480.27,Ensanche Para�so,3.0,3.0,"Ensanche Para�so, Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,173,5,1,No,N/D,Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas,9,https://img.supercasas.com/AdsPhotos/800x600/0/9031560.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1302779/,US$ 900/Mes,51077.79,Evaristo Morales,2.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,140,0,1,No,N/D,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Lobby-Planta El�ctrica-Seguridad 24 Horas,9,https://img.supercasas.com/AdsPhotos/800x600/0/9038048.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-miramar/1303431/,"US$ 1,100/Mes",62428.41,Miramar,3.0,2.5,"Miramar, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,170,0,0,No,N/D,1/2 Ba�o-Agua Potable-Cisterna-Cuarto de Servicio-Family Room-Patio,6,https://img.supercasas.com/AdsPhotos/800x600/0/9045019.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-gazcue/1298911/,"US$ 1,800/Mes",102155.58,Gazcue,3.0,2.0,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,205,14,3,No,N/D,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza,15,https://img.supercasas.com/AdsPhotos/800x600/0/8998172.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-los-restauradores/1304864/,"RD$ 48,000/Mes",48000,Los Restauradores,3.0,2.5,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,143,1,1,No,N/D,Ascensor-Balc�n-Cuarto de Servicio,3,https://img.supercasas.com/AdsPhotos/800x600/0/9060833.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1284906/,"US$ 1,500/Mes",85129.65000000001,Piantini,2.0,2.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,0,5,2,No,2021,Agua Potable-Ascensor-Balc�n-Cisterna-Control de Acceso-Gimnasio-Picuzzi-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza,11,https://img.supercasas.com/AdsPhotos/800x600/0/8849741.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303307/,"US$ 3,000/Mes",170259.30000000002,La Esperilla,3.0,3.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,193,5,1,No,2023,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Control de Acceso-Cuarto de Servicio-Family Room-Gimnasio-Lobby-Picuzzi-Planta El�ctrica-Seguridad 24 Horas-Terraza-Walk In Closet,16,https://img.supercasas.com/AdsPhotos/800x600/0/9043629.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-renacimiento/1295744/,"US$ 1,000/Mes",56753.100000000006,Renacimiento,2.0,2.5,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0,0,0,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Cisterna-Pozo-Seguridad 24 Horas,6,https://img.supercasas.com/AdsPhotos/800x600/0/8964658.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-gazcue/1294851/,"US$ 1,700/Mes",96480.27,Gazcue,3.0,3.0,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,300,8,2,No,2020,Agua Potable-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Control de Acceso-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Walk In Closet,11,https://img.supercasas.com/AdsPhotos/800x600/0/8955917.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1298121/,"US$ 1,350/Mes",76616.685,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0,0,0,No,N/D,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Cuarto de Servicio-Gimnasio-Jacuzzi-Lobby-Planta El�ctrica-Seguridad 24 Horas-Walk In Closet,10,https://img.supercasas.com/AdsPhotos/800x600/0/8989820.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1299788/,"US$ 1,400/Mes",79454.34000000001,Piantini,1.0,2.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,76,7,2,No,N/D,Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,13,https://img.supercasas.com/AdsPhotos/800x600/0/9007480.jpg
supercasas,https://www.supercasas.com/villas-alquiler-metro-country-club/1298918/,"US$ 2,600/Mes",147558.06,Metro Country Club,3.0,3.5,"Metro Country Club, Juan Dolio, San Pedro De Macoris",Juan Dolio,San Pedro De Macoris,Segundo Uso,Residencial,420,0,0,No,N/D,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Balc�n-Cisterna-Cuarto de Servicio-Family Room-Gazebo-Patio-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza,14,https://img.supercasas.com/AdsPhotos/800x600/0/8998221.jpg
